parent_asin,most_liked_features
B097ZT9Y8C,"LITERALLY(50%), BUY(50%)"
B097ZV5JDK,There isn't enough user feedback available yet to highlight key features.
B0981JDBK8,"OVEN LIGHTS(20%), ORIGINAL IGNITER(10%), DISAPPOINTED(10%), NORTON(10%), WOLF R304(10%)"
B0982F77HP,"DO NOT BUY(16%), BOUGHT(16%), NOVEMBER(16%), HUBBY(16%), WILL(16%)"
B0982KTV1Y,There isn't enough user feedback available yet to highlight key features.
B0982NJ67Q,"< BR / >(50%), LOVE(25%), GREAT GIFT(25%)"
B0982P763W,There isn't enough user feedback available yet to highlight key features.
B0982TYDMK,"’ S(16%), EXCELLENT PRODUCT(8%), LIP GLOSS PURPOSES(8%), LEAKAGE(8%), ’ VE(8%)"
B09832KZ39,"SLIPPERS(33%), FIT(33%), WIDE FEET(33%)"
B09832NNL9,"ADULT SELF(33%), DISNEY(33%), DIDN ’ T(33%)"
B098344CCD,"DIFFERENT SELLERS(16%), AMAZON(16%), SHORT TIME LENSES(16%), SO(16%), NUMEROUS PLACES(16%)"
B09834CWWJ,NICE(100%)
B09836NPQN,"’ S HUMAN HAIR(33%), DOESN ’ T(33%), COULDN ’ T USE(33%)"
B09837JQWS,"PRICE(33%), FIT(33%), SHIPPING(33%)"
B0983C5MZ2,"LOVE(33%), HAVEN ’ T(33%), ’ VE(33%)"
B0983CV7GJ,"DIDN(50%), ’ T(50%)"
B0983DZMQZ,"BOUGHT(50%), MESH BAND(50%)"
B0983JXLX6,"WO N'T PASS(25%), FAMILY HEIRLOOM(25%), 'S CUTE(25%), NICE LIGHT JACKET(25%)"
B0983RTWDV,"EQ(33%), PRETTY SELF-EXPLANATORY(11%), SMALL SIZE(11%), AUDIO SETUP(11%), SPEAKERS LACK(11%)"
B0983TGSL4,"SHIRT(33%), PRODUCT SHIPS(33%), CHINA(33%)"
B0983TSLT9,"FOG FURY(22%), YEAR WARRANTY(11%), PUMP COST $(11%), ADJ(11%), CUSTOMER SERVICE(11%)"
B0983TTCSG,"EXACTLY(25%), YOGA PANTS-LIKE STRETCHY PART(25%), WO N'T(25%), BIT SCRATCHY(25%)"
B0984VXB33,"GUNNA LIE(11%), PRETTY GOOD. < BR / >(11%), PUN(11%), LOL(11%), < BR / >(11%)"
B09857JRP2,"GLS(3%), WILL(2%), GOOD PRODUCT(2%), WELL(2%), ’ S(2%)"
B0985VT3WT,"POWER CORD DISCONNECT(20%), PAD. < BR / > < BR / >(20%), GREAT CORD SYSTEM(20%), POPS(20%), GREAT VALUE(20%)"
B0985XDD1G,LONG TIME(100%)
B09869K64M,LOVE(100%)
B0986CZMP6,MAKES(100%)
B0986HS57N,"ICE MAKER(10%), ’ S(5%), LOVE(5%), TEMPORARY FIX(2%), STOPPED(2%)"
B0986W7RLV,"VST(33%), PERFECT HOLES(33%), SMALL GROUNDS(33%)"
B098735QTF,STRONG(100%)
B09874HGXK,DIDN ’ T(100%)
B098753RZF,"STURDY ...(50%), N'T LOOK(50%)"
B09876JDD1,SAMSUNG(100%)
B0987C2TBZ,HUSBAND LOVED(100%)
B0987F3RM2,"PLASTIC BASE(50%), ORIGINAL PRODUCT(50%)"
B0987GCP6T,"INSANELY(25%), ’ M(25%), DON(25%), ’ T WASTE(25%)"
B0987H3N4V,"’ S(20%), < BR / >(20%), EXCELLENT PRODUCT(10%), DIFFERENT LEVELS(10%), MASTER BEDROOM(10%)"
B0987JSRLS,ORDERED(100%)
B0987LGKKX,WRONG(100%)
B0987MNJZ1,"SUBZERO FREEZER(25%), < BR / > < BR / >(25%), BATTERY(25%), REPLACEMENT BATTERY(25%)"
B0987S31TW,"TYPICAL VITAMIN B(33%), EXCELLENT PRICE(33%), HIGHLY(33%)"
B09882R96B,"GREAT FILTER(25%), PERVIOUS FILTER(25%), SWEET SPOT(25%), THANKS(25%)"
B09883GQK6,"EXCELLENT(10%), DEPOT(10%), DROP $(10%), ’ S(10%), WATER TASTE DIFFERENCE(10%)"
B09884T4N3,"GE(21%), TRUE REPLACEMENT(5%), LEAKED(5%), WATER DISPENSER(5%), BAD(5%)"
B0988715HJ,"PA(25%), HASN ’ T(25%), JUNIOR SIZE(25%), ADULT SIZE(25%)"
B09887WNPY,"BLENDS(33%), MORNING SMOOTHIES(33%), GREAT COLLAGEN/BIOTIN BENEFITS(33%)"
B0988YCGHY,LOVE(100%)
B09894RKMT,"SMALL APARTMENT TABLE(50%), DOUBLE KEY(50%)"
B098959JBP,PRODUCT 100٪(100%)
B0989F2MC8,PRODUCT PICTURE(100%)
B0989NY9CC,There isn't enough user feedback available yet to highlight key features.
B0989W833J,"WOULDN ’ T(33%), STAMP WOULDN ’ T(33%), CHEAP PRODUCT(33%)"
B0989XYNN6,There isn't enough user feedback available yet to highlight key features.
B0989YSM8H,WITH. < BR / >(100%)
B0989ZC9PR,"PURCHASED(25%), SIZE L(25%), 15YO SON(25%), ’ S(25%)"
B098B1MQQN,"FAVORITE PART(25%), SHOES BESIDES(25%), HOUSE SHOWS(25%), BACKS END(25%)"
B098B2GWPC,CURLS(100%)
B098B3PNRW,"BIT QUIETER(5%), MAGNET IDEA(5%), SMALL(5%), GOOD QUALITY(5%), CA N'T(5%)"
B098B5LFP3,"’ S POLYESTER MATERIAL(16%), YUCK(16%), GRANDPARENT(16%), SLEEVES DON ’ T(16%), PERSON ISN ’ T(16%)"
B098B5NP17,There isn't enough user feedback available yet to highlight key features.
B098BLBYP8,POR(100%)
B098CWNQ5Z,"WICK REPLACEMENTS WORK(33%), VORNADO(33%), LIME BUILDUP(33%)"
B098CWXZX2,"PRETTY COLOR(33%), PRETTY FUNNY(33%), RUNS(33%)"
B098DGL94J,"SNUG MAKING(50%), LOOKS(50%)"
B098DLBLM1,"SMALL CONTAINERS(50%), DINNER VITAMINS(50%)"
B098DLPNLG,ADORABLE LITTLE EARRINGS(100%)
B098DLRBXR,"CHEAP(50%), PASS(50%)"
B098DM998T,"HALLOWEEN(20%), FL(20%), KIDS ETC(20%), FAN MOTOR(20%), FUN(20%)"
B098DMXKGV,N'T PAY(100%)
B098DN86LN,"HIGH SCHOOL(50%), SCHOOL WEEK(50%)"
B098DN8J35,PERFECT(100%)
B098DNN4K4,HAIR LINE(100%)
B098DQPTWK,"'S GREY(33%), BLACK HAIR(33%), BLACK OMBRÉ(33%)"
B098DR6LX3,There isn't enough user feedback available yet to highlight key features.
B098DRHLYH,"STRAP STAYS(25%), NOSE CONES ATE(25%), SEPTUM .BEST THING(25%), GOOD BREATHE STRIPS(25%)"
B098DS4PQV,NEW TOOTHBRUSHES(100%)
B098DTQQVX,"TOTALLY(50%), LITTLE DUDE(50%)"
B098DV6WRQ,"WEIGHT ... YIKES(50%), GOOD LUCK 😅(50%)"
B098DW27KX,"ABSOLUTELY(50%), ’ S(50%)"
B098DX1757,"TYPICAL FOAM ROLLERS(33%), PERSONALLY(33%), TRADITIONAL FOAM ROLLERS(33%)"
B098DY9Y5T,PERFECT(100%)
B098F1Z311,"LIP BALM(33%), LONG TIME(33%), FAST SHIPPING(33%)"
B098F3314C,"HALLOWEEN(33%), GREAT VALUE(33%), GREAT PIECE(33%)"
B098F4SNQ2,"NICE(50%), CHRISTMAS(50%)"
B098FB2FNZ,There isn't enough user feedback available yet to highlight key features.
B098FGBSVP,"HAIR(16%), HORRIBLE(16%), BUY(16%), REAL FULL HUMAN HAIR(16%), WON(16%)"
B098FHK8QB,There isn't enough user feedback available yet to highlight key features.
B098FJ1K1T,HAIR SHEDS(100%)
B098G54JZF,"BREW CYCLE(10%), TOO(5%), HAVE(5%), FLOW RATE(5%), < BR / > < BR / >(5%)"
B098GB7TSN,"GOOD PRODUCT(25%), RED PRODUCT(25%), < BR / > < BR / >(25%), < BR / > < BR / > 🤷🏼‍♀️🤷🏼‍♀️🤷🏼‍♀️(25%)"
B098HFBF1B,"BOUGHT(14%), JULY(14%), COUPLE DAYS(14%), YEAR WARRANTY(14%), LOOKING(14%)"
B098HKC55W,"SIZE VIOLIN(50%), BOW GUARD(50%)"
B098HWBRF3,MATERIAL(100%)
B098J4RCDK,"ARGYLE PATTERN(50%), COMFORTABLE FABRIC(50%)"
B098J8KMJC,"’ S HEREEE(25%), ’ S(25%), YOUTUBE VIDEOS(25%), ’ M(25%)"
B098JCJM44,There isn't enough user feedback available yet to highlight key features.
B098JFJZ3L,RUN(100%)
B098JGZFH5,"’ S(50%), HORRIBLE MATERIAL(25%), ’ RE(25%)"
B098JJ3WKX,"PLAID PINAFORE(16%), AMAZON(16%), SMALL SIZE(16%), OVERALL(16%), GREAT PURCHASE(16%)"
B098JPD7K8,"PURCHASED(33%), SAYS(33%), LONG HAIR(33%)"
B098JQK3QL,ARRIVED(100%)
B098JQR28M,"LOOKS(50%), POOR QUALITY(50%)"
B098JT3PZ8,ORIGINAL(100%)
B098JV8L4Z,LOVE(100%)
B098JWCZHB,"FUNCIONA(33%), PERFECTAMENTE Y COMO SE ESPERABA MUY FÁCIL(33%), USAR REALMENTE MUY BUENA COMPRA(33%)"
B098JX1V49,"’ S(22%), WORKOUT CLOTHES + SWEAT + MISC(5%), DIRT =(5%), < BR / >(5%), FLARE UPS(5%)"
B098K443WM,"’ S(60%), THIN CHEAP FABRIC(20%), CASUAL MATERIAL(20%)"
B098KBMWX2,"REAL LIFE(6%), < BR / >(6%), LOVE(3%), WHOLE BANK ACCOUNT(3%), REAPPLYING. < BR / >(3%)"
B098KKWW17,"ANDREW CHRISTIAN(12%), COMBO THONG/JOCK(12%), NICE BLEND(12%), FITNESS TIGHTS(12%), PLENTY(12%)"
B098KLQNFG,"HAVEN ’ T(14%), DON ’ T GRASP(14%), NATURAL LASHES(14%), LOOKS(14%), GOOD QUALITY(14%)"
B098KSLGW8,There isn't enough user feedback available yet to highlight key features.
B098KT2QN1,"DIDN(50%), ’ T WORK(50%)"
B098KXQJVY,"GREAT STRINGS(6%), ELIXIRS(3%), PURPLE(3%), GOOD STINGS(3%), EXCELENT(3%)"
B098L13ZLC,"ISN ’ T(20%), FINE JEWELRY(20%), ’ S(20%), FUN BRACELET(20%), COLOR OPTIONS(20%)"
B098L931Z8,"’ LL LOOK(16%), TERRIBLE(16%), CHEAP FABRIC(16%), PICTURE(16%), ’ S(16%)"
B098LCRFM2,"CUTE(33%), POOR WORKMANSHIP(33%), STITCHES(33%)"
B098LHYD3K,"GREAT QUALITY PRODUCT(9%), WILL(9%), UNSCREWS CAME(9%), CABLE MANAGEMENT STRAP(9%), GOOD QUALITY(9%)"
B098MRQVZZ,"CUTE(50%), DIDN ’ T END(50%)"
B098N4TZ6P,"DOESN(50%), ’ T(50%)"
B098N84JVT,"I ’ LL(50%), DON ’ T WASTE(50%)"
B098NL3B75,"LINEN. < BR / >(13%), < BR / >(9%), BUT(9%), FORGET(4%), DRY QUICKLY. < BR / >(4%)"
B098NNZB18,EASY(100%)
B098NQFKCZ,There isn't enough user feedback available yet to highlight key features.
B098NTMF8K,GREAT DRYER(100%)
B098P27X9B,"SIZE(50%), FIT PINKY(50%)"
B098P2CWFS,APPLIANCE COMPANY(100%)
B098PB752J,AWFUL(100%)
B098PHD8T1,"CHANNEL SENDS/RETURNS(33%), SEND/RETURN LABELS(33%), CHANNEL #(33%)"
B098PJDQTG,"ARRIVED(33%), GOOD QUALITY(33%), WORKED(33%)"
B098PJL986,QUALITY(100%)
B098PJTYT9,"POOR QUALITY(16%), GREAT THINGS(16%), QUALITY CONTROL(16%), BAND PRACTICE(16%), GOOD CARE(16%)"
B098PK65WX,"MUY BUEN PRODUCTO EXELENTE VENDEDOR LO RECOMIENDO ENTREGA(16%), TIEMPO RECORD MUY(16%), RESPONSABLE ESTOY SEGURO QUE LES VOLVERE(16%), COMPRAR FELICITACIONES(16%), GREAT PRODUCT(16%)"
B098PKTTRQ,There isn't enough user feedback available yet to highlight key features.
B098PL4VSH,QUALITY PATCH CABLE(100%)
B098PZH3DQ,"N'T LOOK(50%), NICE WIG(50%)"
B098Q34Q3B,"LOOKED(33%), SEEMED(33%), ELSA(33%)"
B098Q9551S,"DRAIN PUMP(33%), AGAIN. < BR / >(33%), HOPING(33%)"
B098QB46Q6,"LOVE(20%), NICE WARM BEANIE(20%), CLIP STRAPS NIP(20%), TOGGLE SWITCH(20%), RUNAWAY BEANIE(20%)"
B098QBFW5Q,"EASY(33%), < BR / > < BR / >(33%), THANKS AMAZON(33%)"
B098QGM3JR,"BAD ZIPPERS(20%), INSIDE FABRIC(20%), GLOSS FINISH(20%), PANT LEG(20%), OLD FLANNEL PJ 'S(20%)"
B098QRV8MS,"[ [(14%), VIDEOID(14%), E3758132D759F75653E8ED5B63518CE5 ] ](14%), LITERALLY(14%), ’ T(14%)"
B098QT93Q8,"SEWN SHUT(33%), SNIPPING(33%), NEGATIVE WAY(33%)"
B098R17B8S,There isn't enough user feedback available yet to highlight key features.
B098R79V6M,"PERFECT(50%), ROUND BOTTOM WOK(50%)"
B098R87WBR,"KENMORE(33%), ELECTRIC OVEN(33%), SEARS PARTS(33%)"
B098R9JYP8,There isn't enough user feedback available yet to highlight key features.
B098S678F8,"SENSITIVE NOSE(9%), BAD ODORS(9%), ’ VE(9%), NEW SMELLS(9%), YOGA MAT(9%)"
B098SC44N6,"LASHIFY(10%), OWN LASH EXTENSIONS(5%), REVIEW. < BR / > < BR / >(5%), RECEIVED(5%), ] ](5%)"
B098SFFR7V,There isn't enough user feedback available yet to highlight key features.
B098SNC6S6,FEMALE FRIEND(100%)
B098SWX9DC,"SI(50%), MI BASS(50%)"
B098T5F5W2,"PERFECT(25%), BIG(25%), HAIR CLIP(25%), PRACTICAL(25%)"
B098TQ7RZ9,"SOFT HAIR(25%), HARD TIME(25%), ON. < BR / >(25%), < BR / >(25%)"
B098VHD353,"WORK TRIP(7%), BODY PRODUCTS(7%), HAIR PRODUCTS(7%), PEPPERMINT SHAMPOO(7%), SCALP DRY(7%)"
B098VS2517,"USED(33%), STAYED(33%), GREAT VARIETY(33%)"
B098VVSN13,"PORTABLE LIGHT(50%), COLOR OPTIONS(50%)"
B098VYW91F,SNOWMEN FALL(100%)
B098W5ND23,"AMAZON(4%), ICE MAKER(4%), SMALL DENT(4%), CURTIS(4%), IGLOO(4%)"
B098WCQ7D6,"SHOWER STEAMERS(15%), MEDICINAL SMELLS(5%), CHEAP ONES(5%), ’ S(5%), USA(5%)"
B098WD6T2Z,"PRESS BUTTON(50%), DECENT TEMPERATURE(50%)"
B098WMYB35,"PICKED(20%), VOLUME CONTROL(20%), MUSIC APPS(20%), APPLE(20%), SONOS(20%)"
B098WSNNGY,WATCH BAND(100%)
B098WSRFHP,"ZEALSOUND(7%), XLR(4%), OVERALL(2%), VISIBLE. < BR / > < BR / >(2%), S28(2%)"
B098WWDMT4,"KARAOKE SING-ALONGS(33%), SHAKER EGGS(33%), NICE NOISE(33%)"
B098WZFLPG,"CAPRI LENGTH(25%), ANKLE LENGTH(25%), COLOR(25%), LENGTH ISSUE(25%)"
B098X2Y5PD,"OPAL(33%), ’ M(33%), CHRISTMAS(33%)"
B098X76P2G,ITEM FITS(100%)
B098X8XR24,"WIG ’ S(14%), ’ VE(14%), GREAT VALUE(14%), COLOR BROWN-GREY-BLUE(14%), ’ S SOOOOO(14%)"
B098XFYH67,"’ S(25%), LOVE(12%), COLOR HASN ’ T(12%), LONG SLEEVE SHIRT MATERIAL(12%), DOESN ’ T OVERSTRETCH(12%)"
B098XJCVHH,There isn't enough user feedback available yet to highlight key features.
B098XKVDBS,"NEW JOB(8%), ’ VE(8%), WHOLE NEW WARDROBE(8%), PROFESSIONAL TYPE ATMOSPHERE(8%), CUTE PAIR(8%)"
B098XNXFPC,"WORKED(20%), A/C BILLS(20%), EXACTLY(20%), WAS(20%), FAN KICKING(20%)"
B098YN6D2H,"GUITAR PLAYS(16%), ELECTRIC GUITAR(16%), N'T CLICK(16%), GON NA(16%), GOOD OUT-OF-THE-BOX(16%)"
B098YSSDHH,"EASY(20%), EXACT REPLACEMENT(20%), CORRECTED(20%), OLD ONE. < BR / >(20%), MONTH S(20%)"
B0991KKGC1,COMFY(100%)
B0991NRQBT,"NO-SHOW SOCKS(50%), DECENT(50%)"
B0991P256W,"CASUAL LOOK(33%), MATERIAL(33%), ADDITIONAL COLORS(33%)"
B0991TT7LJ,"EASY(9%), AMAZON(9%), PRICE(9%), DOES(9%), I ..(9%)"
B0992CPDLW,SMALL AREA(100%)
B0992FLF8B,"’ T RETURN(50%), ’ T(50%)"
B0992M75Z2,LOOKS(100%)
B0992VZVKN,NICE .THE ARRANGEMENTS(100%)
B0992XHQ33,GREAT SUNNIES(100%)
B09935HPVF,"38DB NOISE REDUCTION(50%), 32DB PRODUCT .. < BR / >(50%)"
B09935TGDF,"SLICED(4%), N'T BOTHER(4%), CHEAP WAY(4%), LOW PRICE POINT(4%), DIFFERENT USES(4%)"
B0993FW9KG,"FITS(20%), WEIRD… ARMS(20%), SEAMS. < BR / >(20%), HARSH BRIGHT LEMON/FLUORESCENT(20%), SOFT BUTTER/BANANA(20%)"
B0993KSRM9,There isn't enough user feedback available yet to highlight key features.
B0993MCSFX,There isn't enough user feedback available yet to highlight key features.
B0994HWXVV,N'T WASTE(100%)
B0994J2MZF,PRODUCT(100%)
B0994THZFX,"GOOD QUALITY(4%), ADEMAS EL RODILLO QUE TIENE PIQUITOS ES MUY RELAJANTE(4%), GUSTA MUCHO USAR EL JADE PARA MASAJES(4%), USAR LOS RODILLOS. < BR / > < BR / >(4%), CON JABÓN ANTES(4%)"
B09956DFDC,"AWFUL(12%), PRODUCT DON ’ T WAIST(12%), CEDAR(12%), BUCKET UNIT(12%), DECEMBER(12%)"
B0995NF9GK,"BEAUTIFUL(20%), EXCELLENT(20%), LEGGINGS(20%), FABRIC DOESN ’ T(20%), HIGHLY(20%)"
B0995P3DZK,"LONG TIME(25%), MAKEUP(25%), TIKTOK(25%), AMERICA(25%)"
B0995RG6LK,There isn't enough user feedback available yet to highlight key features.
B0995SJKPH,There isn't enough user feedback available yet to highlight key features.
B0995VXJB1,There isn't enough user feedback available yet to highlight key features.
B0995XFMJM,SELLER(100%)
B09968V6SQ,"’ S(50%), THIN MICROFIBER FABRIC(25%), DRY SKIN(25%)"
B0996CHGXK,"EASY(50%), N'T LEAK(50%)"
B0996R6MFQ,"GREAT PRODUCT(10%), PARTIAL CAPO USE. < BR / >(10%), STRINGS WORKS(10%), PART WAY. < BR / > < BR / >(10%), PARTIAL CAPO USE(10%)"
B09981SCNR,"HIMALAYAN(40%), SALT HEARTS(20%), GREAT GIFT(20%), HEALTH BENEFITS(20%)"
B0998CMTQZ,N'T WORK(100%)
B0998F4RKT,"QUIETED(33%), LOUD DISHWASHER(33%), LOUD VIBRATION(33%)"
B0998FY87N,"VELCRO(50%), ISN ’ T(25%), BIG PIECE(25%)"
B0998YBC4T,"GREAT COLOR VARIETY(25%), WELL(25%), PERFECT SIZE(25%), OLD DAUGHTER(25%)"
B0998YYZVS,"CAP(25%), DON ’ T(25%), ’ M(25%), * * HEAD(25%)"
B0998Z16KY,"MONTHS NOW. < BR / > < BR / >(7%), PROS(7%), EASY(7%), DRY WALL ANCHORS(7%), STURDY PLACE(7%)"
B09991Y2Q5,"SE(16%), SIENTE MUY SUAVE Y PROTEGE BIEN DEL FRÍO(16%), PESO(16%), LIBRAS Y AUNQUE(16%), QUEDA EL SIZE M(16%)"
B0999726JP,There isn't enough user feedback available yet to highlight key features.
B09997NM44,"[ [(8%), VIDEOID(8%), AE4E6724977DA86E7DAA59C111FD7B46 ] ](8%), ’ S SOUNDS(8%), CT-904(8%)"
B09998RDGC,"PRICE POINT(16%), COMPETES(16%), 50MM DRIVER HEADPHONES(16%), BASS(16%), DRUM TRACKS(16%)"
B0999DXDS3,"LOVE(50%), EXCELLENT(50%)"
B0999GWTZP,There isn't enough user feedback available yet to highlight key features.
B0999NLNGJ,"HAIR(25%), GOOD QUALITY(25%), BRUSH NEEDS(25%), SHORTER HAIR(25%)"
B0999T8RXQ,"OEM(33%), WATER FILTER(33%), GOOD DELIVERY TIME(33%)"
B099BLC99J,"HORRIBLE(16%), YER PRIVATES(16%), OUCH JUNKY(16%), OVERPRICED(16%), LOVE(16%)"
B099DGFHTB,"ISN ’ T(33%), CLIP DOESN ’ T HOLD(33%), CREDIT CARD(33%)"
B099DKYM3T,"[ [(20%), VIDEOID(20%), DE54325B29C1319B25430FA1DA72F542 ] ](20%), GEMS STONES(20%), N'T DISLIKE(20%)"
B099DM8GV1,"GREAT RESULTS(25%), FRAUDULENT PRODUCT(25%), ORIGINAL WEBSITE(25%), DIFFERENT TASTE(25%)"
B099DPPKNF,"WELL(20%), GLASS BOTTLES(20%), DENTAL(20%), DOESN ’ T(20%), ’ S(20%)"
B099DVSNDX,"NICELY(14%), VINTAGE STYLE NECK(14%), FRETS(14%), SHARP EDGES(14%), NICE(14%)"
B099DW6GZL,"N'T WORK(33%), N'T WASTE(33%), BROW PENCIL(33%)"
B099DWSLCT,N'T FLATTER SHORTER GIRLS(100%)
B099DWZ72D,"COMFORTABLE(50%), NICE ARCH(50%)"
B099DX1KQP,"BASES. < BR / >(33%), NON-EXISTENT. < BR / >(33%), HOUSE SLIPPERS(33%)"
B099DY4NH9,"PRODUCT(33%), QUALITY(33%), DEFINITELY(33%)"
B099DYN7R4,"SHAVES(50%), ’ S(50%)"
B099DZDN5R,There isn't enough user feedback available yet to highlight key features.
B099F1W53K,There isn't enough user feedback available yet to highlight key features.
B099F2788R,There isn't enough user feedback available yet to highlight key features.
B099F2ZZ1P,"T-SHIRT(50%), IMAGE DEPICTS(50%)"
B099F3JVXD,"GOOD EFFECTS(20%), < BR / >(20%), TEETH. < BR / >(20%), EXCELLENT(20%), ’ S(20%)"
B099F71FL8,There isn't enough user feedback available yet to highlight key features.
B099FGF877,"GOOD ATTACHMENT(50%), LOVE(50%)"
B099FL49N5,"GLASS DROPPERS(33%), OZ WATER BOTTLE(33%), RIGHT CONCENTRATION(33%)"
B099GF2JG2,SUPPORT(100%)
B099GF783W,"GREAT DISHWASHER(50%), SHIPPING DAMAGE(50%)"
B099GJWV8K,"LUME(25%), MIRACLE STUFF(25%), EVERYWHERE(25%), ’ M(25%)"
B099GN4H99,"WELL(20%), YOUNG CHILD(20%), FAMILY DRUM CIRCLE(20%), TOO(20%), SMELLED(20%)"
B099H9W4FG,"EASY(33%), SIMPLE PRODUCT(33%), < BR / >(33%)"
B099HB2RKM,"SMELLS AWFUL(16%), PEONY(16%), LARGE VERSION(16%), BASIC BODY LOTION(16%), UNPLEASANT ODOR(16%)"
B099HYY38G,TANGLED(100%)
B099J8HM6G,’ T(100%)
B099J9F8SN,"’ S(28%), SUPER COOL CONCEPT(14%), INK ISN ’ T(14%), USE EYESHADOW(14%), DON(14%)"
B099JV4WKZ,There isn't enough user feedback available yet to highlight key features.
B099JX6D55,"BEAUTIFUL(50%), DEEP CONDITIONER(50%)"
B099K3XQ49,"DIDN(50%), ’ T(50%)"
B099K638ML,NEVER(100%)
B099K77TSL,LAUNDRY ROOM(100%)
B099KD4RCN,"BEAUTIFUL CURLS(20%), SMALL SECTIONS(20%), AMAZING PRODUCT(20%), ’ S(20%), ’ T BURN(20%)"
B099KD6B5F,"CAME(20%), < BR / > < BR / >(20%), EDIT(20%), REPLACEMENT BOARD(20%), ’ S(20%)"
B099KD84CF,There isn't enough user feedback available yet to highlight key features.
B099KLQB9X,"ALASKOMEGA(8%), FISH OIL(8%), IFOS(8%), POLLOCK(4%), ALASKOMEGA ETHYL ESTER(4%)"
B099M11PPR,"OVERALL(20%), CUTICLE TOOL(20%), STORAGE CASE. < BR / >(20%), FLAT END(20%), CLEAN EDGE(20%)"
B099MM65DR,There isn't enough user feedback available yet to highlight key features.
B099MNW43X,There isn't enough user feedback available yet to highlight key features.
B099MPYLWB,AWESOME(100%)
B099MVVTV2,There isn't enough user feedback available yet to highlight key features.
B099N13SNZ,"INSTALLED(6%), OCT(6%), EXACT DATE(6%), FAILED NOV(6%), WORKED(6%)"
B099N386R7,"FITS(33%), LOVED(33%), GOES(33%)"
B099N4V377,"OEM(50%), DISHWASHER FILTER(50%)"
B099NB4CL1,QUALITY BOOM(100%)
B099NCG436,There isn't enough user feedback available yet to highlight key features.
B099NFZP4S,"BOSS(15%), < BR / > < BR / >(15%), DONNER(15%), EXCELLENT(7%), IMHO(7%)"
B099NG77QH,WORST(100%)
B099NMG3RH,"ACTUAL PRODUCT(16%), WHITE STACKER PIECES(16%), DAMN PIECE MISSING. < BR / > < BR / >(16%), OVERALL(16%), GREAT PRODUCT(16%)"
B099NNSDH2,"N'T WORK(12%), SURPRISES(12%), EGG ROLLS(12%), LAYER CAGE(12%), FREE EGGS(12%)"
B099NVBXQP,"’ VE(9%), TRAVEL LOCK(9%), OUTSTANDING SERVICE(9%), LONG TIME(9%), SIMILAR ITEMS(9%)"
B099NYHNRG,"GOOD SELLER(4%), GREAT PRICE(4%), DIFFERENT COLORS(4%), EXCELLENT(4%), NICE COLORS(4%)"
B099PDFYR7,There isn't enough user feedback available yet to highlight key features.
B099PKNG7D,"’ S(50%), SAVE(50%)"
B099PL5Y5D,GREAT DRESS(100%)
B099PNPDNB,"LOVE(50%), GREAT … DOESN ’ T(50%)"
B099PNVG92,"ICE DOESN ’ T(25%), WET ICE(25%), ICE CUBE(25%), PRONG THINGIES(25%)"
B099PPV3BK,"HAIR(33%), SYNTHETIC BLEND(33%), TANGLES TOTAL WASTE(33%)"
B099PQS1C5,"ICE MAKER(33%), ICE MAKERS(33%), REPLACEMENT UNIT(33%)"
B099PRGSQR,"BROWN SPOTS(18%), ’ VE(9%), PERSONAL HYGIENE(9%), COULDN ’ T(9%), SENALLIS(9%)"
B099QHBFP2,"USED(16%), COFFEE MAKER(16%), GREAT JOB(16%), COFFEE CUP(16%), KEURIG(16%)"
B099R9GNML,"LIGHT WEIGHT(33%), SMALL PAIR(33%), IN. < BR / > < BR / >(33%)"
B099RN9P1X,WATCH BAND(100%)
B099RNDSGM,"DOESN ’ T LOOK(16%), IMO(16%), U DETEST ADS(16%), ’ T(16%), SIZE 2X(16%)"
B099RPKZTC,"LOVE(20%), LOOK COLOR(20%), MIND THINNER(20%), RIGHT PLACES(20%), SUPER LOW OPEN NECK(20%)"
B099RPSBBB,RED CIRCLES(100%)
B099RT2JH8,"’ S(7%), XL(5%), DON ’ T(5%), TRUE COLOR(5%), ME. < BR / > < BR / >(5%)"
B099RTKLTL,GOOD STYLE(100%)
B099RW1LJ2,"CA(50%), N'T ZIP(50%)"
B099RY95WM,"EASY(10%), GREEN TEA(10%), COLD MIST(10%), NANO MISTER(10%), ORDERED(10%)"
B099RZGTLR,SANDALS(100%)
B099S2B3R8,’ S AWESOME(100%)
B099S4J9PW,LOVE(100%)
B099TPM7BN,"BROWN MAGNETIC LINER(9%), WOULDN ’ T ADHERE(9%), METAL BAND(9%), DOESN ’ T LOOK(9%), ’ T(9%)"
B099W4CY6G,"DON ’ T(66%), IDK(33%)"
B099W8ZP5M,"GENERIC BRAND POWER TOOTHBRUSH(12%), ’ VE(12%), VARIOUS GENERIC BRANDS(12%), POWER TOOTHBRUSHES(12%), SOFT BRISTLES(12%)"
B099W9TN9C,"HAIR DRYER(50%), GREAT QUALITY(50%)"
B099WFNDX7,"GOOD VALUE(50%), BEAUTIFUL GREEN COLOR(50%)"
B099WL5D2M,AMAZON(100%)
B099WMSMMJ,There isn't enough user feedback available yet to highlight key features.
B099WPF5VB,"VINO(20%), QUEBRADA Y(20%), LOS DÍAS EMPEZÓ(20%), CON RUIDOS(20%), EL MOTOR(20%)"
B099WWBW86,"MADE(50%), CUTE IDEA(50%)"
B099WWXCTS,"ARRIVED(25%), COULDN ’ T(25%), “ LETTUCE(25%), SMALL KITCHEN(25%)"
